9.999999999999999547e-07 5.221546487597543695e+00
1.018610170155975315e-06 5.315239920923203520e+00
1.037566678745184924e-06 5.410614553385784120e+00
1.056875971184804981e-06 5.507700551779678655e+00
1.076544612842315852e-06 5.606528624200670663e+00
1.096579291267809966e-06 5.707130029758896939e+00
1.116986818467822540e-06 5.809536588466010620e+00
1.137774133221490236e-06 5.913780691299778347e+00
1.158948303439811717e-06 6.019895310449296488e+00
1.180516528568805485e-06 6.127914009743982149e+00
1.202486142037412225e-06 6.237870955269806394e+00
1.224864613750930682e-06 6.349800926175903193e+00
1.247659552630868398e-06 6.463739325675168068e+00
1.270878709202059429e-06 6.579722192242214440e+00
1.294529978227915984e-06 6.697786211012224378e+00
1.318621401394748467e-06 6.817968725384458750e+00
1.343161170046015357e-06 6.940307748833841828e+00
1.368157627967470456e-06 7.064841976934548740e+00
1.393619274224143468e-06 7.191610799599356341e+00
1.419554766050101529e-06 7.320654313538532243e+00
1.445972921792019565e-06 7.452013334942419576e+00
1.472882723907501804e-06 7.585729412391456705e+00
1.500293322019216825e-06 7.721844839997923593e+00
1.528214036025870848e-06 7.860402670783488865e+00
1.556654359271061967e-06 8.001446730296734700e+00
1.585623961771137209e-06 8.145021630475167029e+00
1.615132693503089620e-06 8.291172783755827780e+00
1.645190587753660682e-06 8.439946417439163184e+00
1.675807864530768688e-06 8.591389588310631709e+00
1.706994934038407828e-06 8.745550197524607938e+00
1.738762400216250434e-06 8.902477005755510930e+00
1.771121064345086770e-06 9.062219648620644108e+00
1.804081928719380951e-06 9.224828652379827076e+00
1.837656200388172474e-06 9.390355449916803821e+00
1.871855294965579294e-06 9.558852397007246537e+00
1.906690840512251975e-06 9.730372788878902668e+00
1.942174681489024486e-06 9.904970877068690172e+00
1.978318882784162208e-06 1.008270188658235256e+01
2.015135733815558378e-06 1.026362203336203827e+01
2.052637752709252226e-06 1.044778854206720453e+01
2.090837690555749843e-06 1.063525966417477342e+01
2.129748535745518698e-06 1.082609469640387267e+01
2.169383518385181950e-06 1.102035399947128447e+01
2.209756114795903333e-06 1.121809901718342317e+01
2.250880052095461857e-06 1.141939229587080540e+01
2.292769312865648563e-06 1.162429750417145691e+01
2.335438139906476958e-06 1.183287945316906864e+01
2.378901041078895684e-06 1.204520411689264137e+01
2.423172794237600507e-06 1.226133865318387173e+01
2.468268452255692627e-06 1.248135142493915772e+01
2.514203348142796490e-06 1.270531202173252616e+01
2.560993100258456944e-06 1.293329128182671184e+01
2.608653617622550470e-06 1.316536131457917946e+01
2.657201105324506616e-06 1.340159552325004633e+01
2.706652070033241224e-06 1.364206862821953870e+01
2.757023325609582764e-06 1.388685669062177119e+01
2.808331998823169590e-06 1.413603713640276105e+01
2.860595535175744707e-06 1.438968878081014147e+01
2.913831704832788580e-06 1.464789185332209520e+01
2.968058608665602509e-06 1.491072802302399225e+01
3.023294684405776334e-06 1.517828042444001468e+01
3.079558712914223269e-06 1.545063368382843549e+01
3.136869824566879554e-06 1.572787394594880084e+01
3.195247505759213607e-06 1.601008890130916384e+01
3.254711605531848180e-06 1.629736781390263545e+01
3.315282342319423268e-06 1.658980154944116592e+01
3.376980310825087979e-06 1.688748260409629509e+01
3.439826489022928263e-06 1.719050513375554345e+01
3.503842245290675931e-06 1.749896498380354615e+01
3.569049345675229473e-06 1.781295971943795564e+01
3.635469961293317715e-06 1.813258865652918672e+01
3.703126675869923221e-06 1.845795289303370623e+01
3.772042493417001451e-06 1.878915534097113849e+01
3.842240846055060925e-06 1.912630075897489945e+01
3.913745601980383925e-06 1.946949578542740866e+01
3.986581073580438997e-06 1.981884897218905905e+01
4.060772025700369827e-06 2.017447081893266869e+01
4.136343684063277771e-06 2.053647380809472267e+01
4.213321743847289341e-06 2.090497244045355885e+01
4.291732378422157257e-06 2.128008327134565292e+01
4.371602248248501995e-06 2.166192494753228459e+01
4.452958509942660131e-06 2.205061824472980447e+01
4.535828825510190501e-06 2.244628610580883787e+01
4.620241371751312800e-06 2.284905367968023882e+01
4.706224849841281354e-06 2.325904836087915939e+01
